"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed Nov 22 01:13:47 GMT 2023","Wed Nov 22 01:13:47 GMT 2023","1","Surefire suite","Surefire test","com.lista.automation.ui.tests.AppointmentTest","com.lista.automation.ui.tests.AppointmentTest","testAddClientDuringAppointmentCreation","testAddClientDuringAppointmentCreation","Add new client during appointment creation in UI"
"skipped","Wed Nov 22 01:13:56 GMT 2023","Wed Nov 22 01:13:56 GMT 2023","0","Surefire suite","Surefire test","com.lista.automation.ui.tests.GroupTest","com.lista.automation.ui.tests.GroupTest","testGroupCreate","testGroupCreate","UI: Create client group"
"skipped","Wed Nov 22 01:13:59 GMT 2023","Wed Nov 22 01:13:59 GMT 2023","0","Surefire suite","Surefire test","com.lista.automation.ui.tests.ServiceTest","com.lista.automation.ui.tests.ServiceTest","testServiceDelete","testServiceDelete","UI: Delete service"
"skipped","Wed Nov 22 01:13:52 GMT 2023","Wed Nov 22 01:13:52 GMT 2023","0","Surefire suite","Surefire test","com.lista.automation.ui.tests.ScopeTest","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_ServiceVisibility","testScopeJunior_ServiceVisibility","UI: junior worker create service ->login to admin account and verify visibility of service ->delete service within Admin account"
"skipped","Wed Nov 22 01:13:52 GMT 2023","Wed Nov 22 01:13:52 GMT 2023","0","Surefire suite","Surefire test","com.lista.automation.ui.tests.ScopeTest","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_ClientVisibility","testScopeJunior_ClientVisibility","UI: junior worker create client ->login to admin account and verify visibility of client ->delete client within Admin account"
"broken","Wed Nov 22 01:13:47 GMT 2023","Wed Nov 22 01:13:47 GMT 2023","2","Surefire suite","Surefire test","com.lista.automation.ui.tests.AppointmentTest","com.lista.automation.ui.tests.AppointmentTest","setUp","setUp",""
"skipped","Wed Nov 22 01:13:52 GMT 2023","Wed Nov 22 01:13:52 GMT 2023","0","Surefire suite","Surefire test","com.lista.automation.ui.tests.ScopeTest","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_ClientVisibility","testScopeAdmin_ClientVisibility","UI: admin worker create client ->login to junior account and verify visibility of client ->delete client within Junior account"
"skipped","Wed Nov 22 01:13:54 GMT 2023","Wed Nov 22 01:13:54 GMT 2023","1","Surefire suite","Surefire test","com.lista.automation.ui.tests.ClientTest","com.lista.automation.ui.tests.ClientTest","testClientUpdatePersonalInfo","testClientUpdatePersonalInfo","UI: Update personal info of client"
"skipped","Wed Nov 22 01:13:56 GMT 2023","Wed Nov 22 01:13:56 GMT 2023","0","Surefire suite","Surefire test","com.lista.automation.ui.tests.GroupTest","com.lista.automation.ui.tests.GroupTest","testDeleteMemberFromGroup","testDeleteMemberFromGroup","UI: Delete member from group"
"skipped","Wed Nov 22 01:13:56 GMT 2023","Wed Nov 22 01:13:56 GMT 2023","0","Surefire suite","Surefire test","com.lista.automation.ui.tests.GroupTest","com.lista.automation.ui.tests.GroupTest","testAddMemberIntoGroup","testAddMemberIntoGroup","UI: Add member into group"
"broken","Wed Nov 22 01:13:50 GMT 2023","Wed Nov 22 01:13:50 GMT 2023","1","Surefire suite","Surefire test","com.lista.automation.ui.tests.CalendarSettingsTest","com.lista.automation.ui.tests.CalendarSettingsTest","setUp","setUp",""
"broken","Wed Nov 22 01:13:52 GMT 2023","Wed Nov 22 01:13:52 GMT 2023","0","Surefire suite","Surefire test","com.lista.automation.ui.tests.ScopeTest","com.lista.automation.ui.tests.ScopeTest","setUp","setUp",""
"skipped","Wed Nov 22 01:13:54 GMT 2023","Wed Nov 22 01:13:54 GMT 2023","0","Surefire suite","Surefire test","com.lista.automation.ui.tests.ClientTest","com.lista.automation.ui.tests.ClientTest","testGetUsers","testGetUsers",""
"skipped","Wed Nov 22 01:13:50 GMT 2023","Wed Nov 22 01:13:50 GMT 2023","1","Surefire suite","Surefire test","com.lista.automation.ui.tests.CalendarSettingsTest","com.lista.automation.ui.tests.CalendarSettingsTest","testCalendarView","testCalendarView","UI: Change Calendar view"
