"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"UI: Create client","0","testClientCreate","Surefire suite","Fri Dec 27 01:28:33 GMT 2024","skipped","Fri Dec 27 01:28:33 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientCreate"
"","0","setUp","Surefire suite","Fri Dec 27 01:28:29 GMT 2024","broken","Fri Dec 27 01:28:29 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","setUp"
"UI: admin/junior/readonly create appointments ->switching between workers -> verify appointment visibility of each worker","0","testScopeSwiper_AppointmentVisibility","Surefire suite","Fri Dec 27 01:28:16 GMT 2024","skipped","Fri Dec 27 01:28:16 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeSwiper_AppointmentVisibility"
"UI: Add member into group","0","testAddMemberIntoGroup","Surefire suite","Fri Dec 27 01:28:29 GMT 2024","skipped","Fri Dec 27 01:28:29 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testAddMemberIntoGroup"
"UI: Create service","1","testServiceCreate","Surefire suite","Fri Dec 27 01:28:10 GMT 2024","skipped","Fri Dec 27 01:28:10 GMT 2024","com.lista.automation.ui.tests.ServiceTest","Surefire test","com.lista.automation.ui.tests.ServiceTest","testServiceCreate"
"UI: admin worker create service ->login to junior account and verify visibility of service ->delete service within Junior account","0","testScopeAdmin_ServiceVisibility","Surefire suite","Fri Dec 27 01:28:16 GMT 2024","skipped","Fri Dec 27 01:28:16 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_ServiceVisibility"
"Create empty appointment in UI","0","testCreateEmptyAppointment","Surefire suite","Fri Dec 27 01:28:25 GMT 2024","skipped","Fri Dec 27 01:28:25 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testCreateEmptyAppointment"
"","0","setUp","Surefire suite","Fri Dec 27 01:28:33 GMT 2024","broken","Fri Dec 27 01:28:33 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","setUp"
"UI: Change Calendar view","0","testCalendarView","Surefire suite","Fri Dec 27 01:28:21 GMT 2024","skipped","Fri Dec 27 01:28:21 GMT 2024","com.lista.automation.ui.tests.CalendarSettingsTest","Surefire test","com.lista.automation.ui.tests.CalendarSettingsTest","testCalendarView"
"UI: Update debts of client","0","testClientUpdateDebts","Surefire suite","Fri Dec 27 01:28:33 GMT 2024","skipped","Fri Dec 27 01:28:33 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientUpdateDebts"
