"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"UI: Menu of default groups","0","testMenuDefaultGroups","Surefire suite","Fri Jan 03 01:37:07 GMT 2025","skipped","Fri Jan 03 01:37:07 GMT 2025","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testMenuDefaultGroups"
"UI: junior worker create client ->login to admin account and verify visibility of client ->delete client within Admin account","0","testScopeJunior_ClientVisibility","Surefire suite","Fri Jan 03 01:36:54 GMT 2025","skipped","Fri Jan 03 01:36:54 GMT 2025","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_ClientVisibility"
"Create appointment in UI","0","testCreateAppointment","Surefire suite","Fri Jan 03 01:37:02 GMT 2025","skipped","Fri Jan 03 01:37:02 GMT 2025","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testCreateAppointment"
"Change appointment time by drag and drop in UI","0","testDragAndDropAppointment","Surefire suite","Fri Jan 03 01:37:02 GMT 2025","skipped","Fri Jan 03 01:37:02 GMT 2025","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testDragAndDropAppointment"
"","0","setUp","Surefire suite","Fri Jan 03 01:37:10 GMT 2025","broken","Fri Jan 03 01:37:10 GMT 2025","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","setUp"
"UI: Change Calendar view","0","testCalendarView","Surefire suite","Fri Jan 03 01:36:58 GMT 2025","skipped","Fri Jan 03 01:36:58 GMT 2025","com.lista.automation.ui.tests.CalendarSettingsTest","Surefire test","com.lista.automation.ui.tests.CalendarSettingsTest","testCalendarView"
"UI: Create client","0","testClientCreate","Surefire suite","Fri Jan 03 01:37:10 GMT 2025","skipped","Fri Jan 03 01:37:10 GMT 2025","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientCreate"
"UI: Delete service","0","testServiceDelete","Surefire suite","Fri Jan 03 01:36:48 GMT 2025","skipped","Fri Jan 03 01:36:48 GMT 2025","com.lista.automation.ui.tests.ServiceTest","Surefire test","com.lista.automation.ui.tests.ServiceTest","testServiceDelete"
"","0","setUp","Surefire suite","Fri Jan 03 01:36:58 GMT 2025","broken","Fri Jan 03 01:36:58 GMT 2025","com.lista.automation.ui.tests.CalendarSettingsTest","Surefire test","com.lista.automation.ui.tests.CalendarSettingsTest","setUp"
"UI: Delete client","0","testDeleteClient","Surefire suite","Fri Jan 03 01:37:11 GMT 2025","skipped","Fri Jan 03 01:37:11 GMT 2025","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testDeleteClient"
"UI: junior worker create appointment ->login as readonly worker and verify invisibility of appointment ->login as admin worker and verify invisibility of appointment","0","testScopeJunior_AppointmentVisibility","Surefire suite","Fri Jan 03 01:36:54 GMT 2025","skipped","Fri Jan 03 01:36:54 GMT 2025","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_AppointmentVisibility"
"UI: admin/junior/readonly create appointments ->switching between workers -> verify appointment visibility of each worker","0","testScopeSwiper_AppointmentVisibility","Surefire suite","Fri Jan 03 01:36:54 GMT 2025","skipped","Fri Jan 03 01:36:54 GMT 2025","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeSwiper_AppointmentVisibility"
"UI: Create client group","0","testGroupCreate","Surefire suite","Fri Jan 03 01:37:07 GMT 2025","skipped","Fri Jan 03 01:37:07 GMT 2025","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testGroupCreate"
"","1","setUp","Surefire suite","Fri Jan 03 01:36:54 GMT 2025","broken","Fri Jan 03 01:36:54 GMT 2025","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","setUp"
"","0","testGetUsers","Surefire suite","Fri Jan 03 01:37:11 GMT 2025","skipped","Fri Jan 03 01:37:11 GMT 2025","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testGetUsers"
"Add new client during appointment creation in UI","0","testAddClientDuringAppointmentCreation","Surefire suite","Fri Jan 03 01:37:02 GMT 2025","skipped","Fri Jan 03 01:37:02 GMT 2025","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testAddClientDuringAppointmentCreation"
"UI: Update gallery of client","0","testClientUpdateGallery","Surefire suite","Fri Jan 03 01:37:10 GMT 2025","skipped","Fri Jan 03 01:37:10 GMT 2025","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientUpdateGallery"
