"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"UI: junior worker create appointment ->login as readonly worker and verify invisibility of appointment ->login as admin worker and verify invisibility of appointment","1","testScopeJunior_AppointmentVisibility","Surefire suite","Wed Nov 06 01:26:32 GMT 2024","skipped","Wed Nov 06 01:26:32 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_AppointmentVisibility"
"UI: Menu of default groups","0","testMenuDefaultGroups","Surefire suite","Wed Nov 06 01:26:42 GMT 2024","skipped","Wed Nov 06 01:26:42 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testMenuDefaultGroups"
"UI: Update debts of client","1","testClientUpdateDebts","Surefire suite","Wed Nov 06 01:26:45 GMT 2024","skipped","Wed Nov 06 01:26:45 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientUpdateDebts"
"Add new client during appointment creation in UI","0","testAddClientDuringAppointmentCreation","Surefire suite","Wed Nov 06 01:26:39 GMT 2024","skipped","Wed Nov 06 01:26:39 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testAddClientDuringAppointmentCreation"
"","0","setUp","Surefire suite","Wed Nov 06 01:26:42 GMT 2024","broken","Wed Nov 06 01:26:42 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","setUp"
"UI: admin/junior/readonly create appointments ->switching between workers -> verify appointment visibility of each worker","1","testScopeSwiper_AppointmentVisibility","Surefire suite","Wed Nov 06 01:26:32 GMT 2024","skipped","Wed Nov 06 01:26:32 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeSwiper_AppointmentVisibility"
"Create appointment in UI","0","testCreateAppointment","Surefire suite","Wed Nov 06 01:26:39 GMT 2024","skipped","Wed Nov 06 01:26:39 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testCreateAppointment"
"UI: junior worker create client ->login to admin account and verify visibility of client ->delete client within Admin account","1","testScopeJunior_ClientVisibility","Surefire suite","Wed Nov 06 01:26:32 GMT 2024","skipped","Wed Nov 06 01:26:32 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_ClientVisibility"
"Change appointment time by drag and drop in UI","0","testDragAndDropAppointment","Surefire suite","Wed Nov 06 01:26:39 GMT 2024","skipped","Wed Nov 06 01:26:39 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testDragAndDropAppointment"
"UI: admin worker create appointment ->login as junior worker and verify invisibility of appointment ->login as readonly worker and verify invisibility of appointment","2","testScopeAdmin_AppointmentVisibility","Surefire suite","Wed Nov 06 01:26:32 GMT 2024","skipped","Wed Nov 06 01:26:32 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_AppointmentVisibility"
"","2","setUp","Surefire suite","Wed Nov 06 01:26:27 GMT 2024","broken","Wed Nov 06 01:26:27 GMT 2024","com.lista.automation.ui.tests.ServiceTest","Surefire test","com.lista.automation.ui.tests.ServiceTest","setUp"
"UI: Rename client group","1","testGroupRename","Surefire suite","Wed Nov 06 01:26:42 GMT 2024","skipped","Wed Nov 06 01:26:42 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testGroupRename"
"","0","setUp","Surefire suite","Wed Nov 06 01:26:45 GMT 2024","broken","Wed Nov 06 01:26:45 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","setUp"
"UI: Delete client","0","testDeleteClient","Surefire suite","Wed Nov 06 01:26:45 GMT 2024","skipped","Wed Nov 06 01:26:45 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testDeleteClient"
"UI: Add member into group","0","testAddMemberIntoGroup","Surefire suite","Wed Nov 06 01:26:42 GMT 2024","skipped","Wed Nov 06 01:26:42 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testAddMemberIntoGroup"
"UI: Update service","1","testServiceUpdate","Surefire suite","Wed Nov 06 01:26:27 GMT 2024","skipped","Wed Nov 06 01:26:27 GMT 2024","com.lista.automation.ui.tests.ServiceTest","Surefire test","com.lista.automation.ui.tests.ServiceTest","testServiceUpdate"
"UI: Update personal info of client","0","testClientUpdatePersonalInfo","Surefire suite","Wed Nov 06 01:26:45 GMT 2024","skipped","Wed Nov 06 01:26:45 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientUpdatePersonalInfo"
"UI: Delete client group","0","testGroupDelete","Surefire suite","Wed Nov 06 01:26:42 GMT 2024","skipped","Wed Nov 06 01:26:42 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testGroupDelete"
"","1","setUp","Surefire suite","Wed Nov 06 01:26:32 GMT 2024","broken","Wed Nov 06 01:26:32 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","setUp"
