"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","setUp","Surefire suite","Wed Nov 13 01:28:15 GMT 2024","broken","Wed Nov 13 01:28:15 GMT 2024","com.lista.automation.ui.tests.CalendarSettingsTest","Surefire test","com.lista.automation.ui.tests.CalendarSettingsTest","setUp"
"UI: Create client group","0","testGroupCreate","Surefire suite","Wed Nov 13 01:28:22 GMT 2024","skipped","Wed Nov 13 01:28:22 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testGroupCreate"
"UI: junior worker create appointment ->login as readonly worker and verify invisibility of appointment ->login as admin worker and verify invisibility of appointment","1","testScopeJunior_AppointmentVisibility","Surefire suite","Wed Nov 13 01:28:11 GMT 2024","skipped","Wed Nov 13 01:28:11 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_AppointmentVisibility"
"","1","setUp","Surefire suite","Wed Nov 13 01:28:11 GMT 2024","broken","Wed Nov 13 01:28:11 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","setUp"
"UI: Update personal info of client","0","testClientUpdatePersonalInfo","Surefire suite","Wed Nov 13 01:28:25 GMT 2024","skipped","Wed Nov 13 01:28:25 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientUpdatePersonalInfo"
"UI: Update gallery of client","0","testClientUpdateGallery","Surefire suite","Wed Nov 13 01:28:25 GMT 2024","skipped","Wed Nov 13 01:28:25 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientUpdateGallery"
"UI: Rename client group","0","testGroupRename","Surefire suite","Wed Nov 13 01:28:22 GMT 2024","skipped","Wed Nov 13 01:28:22 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testGroupRename"
"","0","setUp","Surefire suite","Wed Nov 13 01:28:18 GMT 2024","broken","Wed Nov 13 01:28:18 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","setUp"
"UI: admin worker create client ->login to junior account and verify visibility of client ->delete client within Junior account","0","testScopeAdmin_ClientVisibility","Surefire suite","Wed Nov 13 01:28:11 GMT 2024","skipped","Wed Nov 13 01:28:11 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_ClientVisibility"
"UI: admin worker create service ->login to junior account and verify visibility of service ->delete service within Junior account","0","testScopeAdmin_ServiceVisibility","Surefire suite","Wed Nov 13 01:28:11 GMT 2024","skipped","Wed Nov 13 01:28:11 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_ServiceVisibility"
"","0","setUp","Surefire suite","Wed Nov 13 01:28:22 GMT 2024","broken","Wed Nov 13 01:28:22 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","setUp"
"","3","setUp","Surefire suite","Wed Nov 13 01:28:05 GMT 2024","broken","Wed Nov 13 01:28:05 GMT 2024","com.lista.automation.ui.tests.ServiceTest","Surefire test","com.lista.automation.ui.tests.ServiceTest","setUp"
"Add new client during appointment creation in UI","0","testAddClientDuringAppointmentCreation","Surefire suite","Wed Nov 13 01:28:18 GMT 2024","skipped","Wed Nov 13 01:28:18 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testAddClientDuringAppointmentCreation"
