"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 22 01:21:12 GMT 2023","Fri Sep 22 01:21:13 GMT 2023","504","Surefire suite","Surefire test","com.lista.automation.ui.tests.ClientTest","com.lista.automation.ui.tests.ClientTest","testGetUsers","testGetUsers",""
"passed","Fri Sep 22 01:08:53 GMT 2023","Fri Sep 22 01:09:04 GMT 2023","10516","Surefire suite","Surefire test","com.lista.automation.ui.tests.CalendarSettingsTest","com.lista.automation.ui.tests.CalendarSettingsTest","testCalendarSettings","testCalendarSettings","UI: Change Calendar first day"
"passed","Fri Sep 22 01:13:45 GMT 2023","Fri Sep 22 01:14:01 GMT 2023","15913","Surefire suite","Surefire test","com.lista.automation.ui.tests.ServiceTest","com.lista.automation.ui.tests.ServiceTest","testServiceDelete","testServiceDelete","UI: Delete service"
"passed","Fri Sep 22 01:20:28 GMT 2023","Fri Sep 22 01:20:47 GMT 2023","18239","Surefire suite","Surefire test","com.lista.automation.ui.tests.ClientTest","com.lista.automation.ui.tests.ClientTest","testClientUpdatePersonalInfo","testClientUpdatePersonalInfo","UI: Update personal info of client"
"passed","Fri Sep 22 01:11:36 GMT 2023","Fri Sep 22 01:11:52 GMT 2023","16302","Surefire suite","Surefire test","com.lista.automation.ui.tests.ScopeTest","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_AppointmentVisibility","testScopeJunior_AppointmentVisibility","UI: junior worker create appointment ->login as readonly worker and verify invisibility of appointment ->login as admin worker and verify invisibility of appointment"
"passed","Fri Sep 22 01:16:31 GMT 2023","Fri Sep 22 01:16:51 GMT 2023","19270","Surefire suite","Surefire test","com.lista.automation.ui.tests.AppointmentTest","com.lista.automation.ui.tests.AppointmentTest","testDeleteAppointment","testDeleteAppointment","Change calendar view and delete appointment in UI"
"passed","Fri Sep 22 01:14:05 GMT 2023","Fri Sep 22 01:14:26 GMT 2023","21818","Surefire suite","Surefire test","com.lista.automation.ui.tests.ServiceTest","com.lista.automation.ui.tests.ServiceTest","testServiceUpdate","testServiceUpdate","UI: Update service"
"passed","Fri Sep 22 01:19:12 GMT 2023","Fri Sep 22 01:19:23 GMT 2023","11354","Surefire suite","Surefire test","com.lista.automation.ui.tests.AppointmentTest","com.lista.automation.ui.tests.AppointmentTest","testDragAndDropAppointment","testDragAndDropAppointment","Change appointment time by drag and drop in UI"
"skipped","Fri Sep 22 01:07:28 GMT 2023","Fri Sep 22 01:07:28 GMT 2023","3","Surefire suite","Surefire test","com.lista.automation.ui.tests.GroupTest","com.lista.automation.ui.tests.GroupTest","testGroupCreate","testGroupCreate","UI: Create client group"
"passed","Fri Sep 22 01:12:42 GMT 2023","Fri Sep 22 01:12:59 GMT 2023","16451","Surefire suite","Surefire test","com.lista.automation.ui.tests.ScopeTest","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_ServiceVisibility","testScopeJunior_ServiceVisibility","UI: junior worker create service ->login to admin account and verify visibility of service ->delete service within Admin account"
