"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"UI: Update service","3","testServiceUpdate","Surefire suite","Mon Dec 09 01:47:50 GMT 2024","skipped","Mon Dec 09 01:47:50 GMT 2024","com.lista.automation.ui.tests.ServiceTest","Surefire test","com.lista.automation.ui.tests.ServiceTest","testServiceUpdate"
"UI: Update debts of client","0","testClientUpdateDebts","Surefire suite","Mon Dec 09 01:48:10 GMT 2024","skipped","Mon Dec 09 01:48:10 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientUpdateDebts"
"UI: junior worker create service ->login to admin account and verify visibility of service ->delete service within Admin account","0","testScopeJunior_ServiceVisibility","Surefire suite","Mon Dec 09 01:47:56 GMT 2024","skipped","Mon Dec 09 01:47:56 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_ServiceVisibility"
"UI: Change Calendar view","0","testCalendarView","Surefire suite","Mon Dec 09 01:47:59 GMT 2024","skipped","Mon Dec 09 01:47:59 GMT 2024","com.lista.automation.ui.tests.CalendarSettingsTest","Surefire test","com.lista.automation.ui.tests.CalendarSettingsTest","testCalendarView"
"UI: junior worker create appointment ->login as readonly worker and verify invisibility of appointment ->login as admin worker and verify invisibility of appointment","0","testScopeJunior_AppointmentVisibility","Surefire suite","Mon Dec 09 01:47:56 GMT 2024","skipped","Mon Dec 09 01:47:56 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_AppointmentVisibility"
"","0","setUp","Surefire suite","Mon Dec 09 01:48:10 GMT 2024","broken","Mon Dec 09 01:48:10 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","setUp"
"UI: junior worker create client ->login to admin account and verify visibility of client ->delete client within Admin account","0","testScopeJunior_ClientVisibility","Surefire suite","Mon Dec 09 01:47:56 GMT 2024","skipped","Mon Dec 09 01:47:56 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_ClientVisibility"
"UI: admin worker create client ->login to junior account and verify visibility of client ->delete client within Junior account","0","testScopeAdmin_ClientVisibility","Surefire suite","Mon Dec 09 01:47:56 GMT 2024","skipped","Mon Dec 09 01:47:56 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_ClientVisibility"
"Change appointment time by drag and drop in UI","0","testDragAndDropAppointment","Surefire suite","Mon Dec 09 01:48:03 GMT 2024","skipped","Mon Dec 09 01:48:03 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testDragAndDropAppointment"
"UI: Create client group","0","testGroupCreate","Surefire suite","Mon Dec 09 01:48:07 GMT 2024","skipped","Mon Dec 09 01:48:07 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testGroupCreate"
"UI: Delete client","0","testDeleteClient","Surefire suite","Mon Dec 09 01:48:10 GMT 2024","skipped","Mon Dec 09 01:48:10 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testDeleteClient"
"UI: junior worker create group ->login to admin account and verify visibility of group ->delete group within Admin account","0","testScopeJunior_GroupVisibility","Surefire suite","Mon Dec 09 01:47:56 GMT 2024","skipped","Mon Dec 09 01:47:56 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_GroupVisibility"
"Add new client during appointment creation in UI","0","testAddClientDuringAppointmentCreation","Surefire suite","Mon Dec 09 01:48:03 GMT 2024","skipped","Mon Dec 09 01:48:03 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testAddClientDuringAppointmentCreation"
"UI: Change Calendar first day","0","testCalendarSettings","Surefire suite","Mon Dec 09 01:47:59 GMT 2024","skipped","Mon Dec 09 01:47:59 GMT 2024","com.lista.automation.ui.tests.CalendarSettingsTest","Surefire test","com.lista.automation.ui.tests.CalendarSettingsTest","testCalendarSettings"
"","5","setUp","Surefire suite","Mon Dec 09 01:47:50 GMT 2024","broken","Mon Dec 09 01:47:50 GMT 2024","com.lista.automation.ui.tests.ServiceTest","Surefire test","com.lista.automation.ui.tests.ServiceTest","setUp"
"UI: admin/junior/readonly create appointments ->switching between workers -> verify appointment visibility of each worker","1","testScopeSwiper_AppointmentVisibility","Surefire suite","Mon Dec 09 01:47:56 GMT 2024","skipped","Mon Dec 09 01:47:56 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeSwiper_AppointmentVisibility"
"","0","setUp","Surefire suite","Mon Dec 09 01:47:59 GMT 2024","broken","Mon Dec 09 01:47:59 GMT 2024","com.lista.automation.ui.tests.CalendarSettingsTest","Surefire test","com.lista.automation.ui.tests.CalendarSettingsTest","setUp"
"UI: Menu of default groups","1","testMenuDefaultGroups","Surefire suite","Mon Dec 09 01:48:07 GMT 2024","skipped","Mon Dec 09 01:48:07 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testMenuDefaultGroups"
"UI: admin worker create service ->login to junior account and verify visibility of service ->delete service within Junior account","0","testScopeAdmin_ServiceVisibility","Surefire suite","Mon Dec 09 01:47:56 GMT 2024","skipped","Mon Dec 09 01:47:56 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_ServiceVisibility"
"UI: Update notes of client","1","testClientUpdateNotes","Surefire suite","Mon Dec 09 01:48:10 GMT 2024","skipped","Mon Dec 09 01:48:10 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientUpdateNotes"
"UI: Create client","0","testClientCreate","Surefire suite","Mon Dec 09 01:48:10 GMT 2024","skipped","Mon Dec 09 01:48:10 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientCreate"
"","0","setUp","Surefire suite","Mon Dec 09 01:48:03 GMT 2024","broken","Mon Dec 09 01:48:03 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","setUp"
