"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Create appointment in UI","0","testCreateAppointment","Surefire suite","Fri Nov 29 01:42:33 GMT 2024","skipped","Fri Nov 29 01:42:33 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testCreateAppointment"
"UI: admin worker create appointment ->login as junior worker and verify invisibility of appointment ->login as readonly worker and verify invisibility of appointment","0","testScopeAdmin_AppointmentVisibility","Surefire suite","Fri Nov 29 01:42:26 GMT 2024","skipped","Fri Nov 29 01:42:26 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_AppointmentVisibility"
"","0","setUp","Surefire suite","Fri Nov 29 01:42:29 GMT 2024","broken","Fri Nov 29 01:42:29 GMT 2024","com.lista.automation.ui.tests.CalendarSettingsTest","Surefire test","com.lista.automation.ui.tests.CalendarSettingsTest","setUp"
"UI: Update personal info of client","1","testClientUpdatePersonalInfo","Surefire suite","Fri Nov 29 01:42:39 GMT 2024","skipped","Fri Nov 29 01:42:39 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientUpdatePersonalInfo"
"UI: Create client group","0","testGroupCreate","Surefire suite","Fri Nov 29 01:42:36 GMT 2024","skipped","Fri Nov 29 01:42:36 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testGroupCreate"
"Add new client during appointment creation in UI","0","testAddClientDuringAppointmentCreation","Surefire suite","Fri Nov 29 01:42:33 GMT 2024","skipped","Fri Nov 29 01:42:33 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testAddClientDuringAppointmentCreation"
"UI: Delete client","0","testDeleteClient","Surefire suite","Fri Nov 29 01:42:39 GMT 2024","skipped","Fri Nov 29 01:42:39 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testDeleteClient"
"UI: Update debts of client","0","testClientUpdateDebts","Surefire suite","Fri Nov 29 01:42:39 GMT 2024","skipped","Fri Nov 29 01:42:39 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientUpdateDebts"
"UI: Add member into group","0","testAddMemberIntoGroup","Surefire suite","Fri Nov 29 01:42:36 GMT 2024","skipped","Fri Nov 29 01:42:36 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testAddMemberIntoGroup"
"UI: Update notes of client","0","testClientUpdateNotes","Surefire suite","Fri Nov 29 01:42:39 GMT 2024","skipped","Fri Nov 29 01:42:39 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientUpdateNotes"
"UI: Create client","0","testClientCreate","Surefire suite","Fri Nov 29 01:42:39 GMT 2024","skipped","Fri Nov 29 01:42:39 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientCreate"
"UI: Delete member from group","0","testDeleteMemberFromGroup","Surefire suite","Fri Nov 29 01:42:36 GMT 2024","skipped","Fri Nov 29 01:42:36 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testDeleteMemberFromGroup"
"UI: admin/junior/readonly create appointments ->switching between workers -> verify appointment visibility of each worker","0","testScopeSwiper_AppointmentVisibility","Surefire suite","Fri Nov 29 01:42:26 GMT 2024","skipped","Fri Nov 29 01:42:26 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeSwiper_AppointmentVisibility"
"","0","setUp","Surefire suite","Fri Nov 29 01:42:33 GMT 2024","broken","Fri Nov 29 01:42:33 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","setUp"
"UI: admin worker create group ->login to junior account and verify visibility of group ->delete group within Junior account","1","testScopeAdmin_GroupVisibility","Surefire suite","Fri Nov 29 01:42:26 GMT 2024","skipped","Fri Nov 29 01:42:26 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_GroupVisibility"
"UI: Rename client group","0","testGroupRename","Surefire suite","Fri Nov 29 01:42:36 GMT 2024","skipped","Fri Nov 29 01:42:36 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testGroupRename"
"UI: Create service","1","testServiceCreate","Surefire suite","Fri Nov 29 01:42:21 GMT 2024","skipped","Fri Nov 29 01:42:21 GMT 2024","com.lista.automation.ui.tests.ServiceTest","Surefire test","com.lista.automation.ui.tests.ServiceTest","testServiceCreate"
"UI: admin worker create service ->login to junior account and verify visibility of service ->delete service within Junior account","0","testScopeAdmin_ServiceVisibility","Surefire suite","Fri Nov 29 01:42:26 GMT 2024","skipped","Fri Nov 29 01:42:26 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_ServiceVisibility"
"UI: junior worker create service ->login to admin account and verify visibility of service ->delete service within Admin account","1","testScopeJunior_ServiceVisibility","Surefire suite","Fri Nov 29 01:42:26 GMT 2024","skipped","Fri Nov 29 01:42:26 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_ServiceVisibility"
"","0","setUp","Surefire suite","Fri Nov 29 01:42:39 GMT 2024","broken","Fri Nov 29 01:42:39 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","setUp"
"","0","setUp","Surefire suite","Fri Nov 29 01:42:26 GMT 2024","broken","Fri Nov 29 01:42:26 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","setUp"
"","18","setUp","Surefire suite","Fri Nov 29 01:42:21 GMT 2024","broken","Fri Nov 29 01:42:21 GMT 2024","com.lista.automation.ui.tests.ServiceTest","Surefire test","com.lista.automation.ui.tests.ServiceTest","setUp"
"Change calendar view and delete appointment in UI","0","testDeleteAppointment","Surefire suite","Fri Nov 29 01:42:33 GMT 2024","skipped","Fri Nov 29 01:42:33 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testDeleteAppointment"
"","0","testGetUsers","Surefire suite","Fri Nov 29 01:42:39 GMT 2024","skipped","Fri Nov 29 01:42:39 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testGetUsers"
"UI: Delete service","0","testServiceDelete","Surefire suite","Fri Nov 29 01:42:21 GMT 2024","skipped","Fri Nov 29 01:42:21 GMT 2024","com.lista.automation.ui.tests.ServiceTest","Surefire test","com.lista.automation.ui.tests.ServiceTest","testServiceDelete"
"Change appointment time by drag and drop in UI","0","testDragAndDropAppointment","Surefire suite","Fri Nov 29 01:42:33 GMT 2024","skipped","Fri Nov 29 01:42:33 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testDragAndDropAppointment"
"UI: Change Calendar first day","0","testCalendarSettings","Surefire suite","Fri Nov 29 01:42:29 GMT 2024","skipped","Fri Nov 29 01:42:29 GMT 2024","com.lista.automation.ui.tests.CalendarSettingsTest","Surefire test","com.lista.automation.ui.tests.CalendarSettingsTest","testCalendarSettings"
"UI: junior worker create client ->login to admin account and verify visibility of client ->delete client within Admin account","0","testScopeJunior_ClientVisibility","Surefire suite","Fri Nov 29 01:42:26 GMT 2024","skipped","Fri Nov 29 01:42:26 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_ClientVisibility"
"Create empty appointment in UI","0","testCreateEmptyAppointment","Surefire suite","Fri Nov 29 01:42:33 GMT 2024","skipped","Fri Nov 29 01:42:33 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testCreateEmptyAppointment"
"UI: Change Calendar view","0","testCalendarView","Surefire suite","Fri Nov 29 01:42:29 GMT 2024","skipped","Fri Nov 29 01:42:29 GMT 2024","com.lista.automation.ui.tests.CalendarSettingsTest","Surefire test","com.lista.automation.ui.tests.CalendarSettingsTest","testCalendarView"
"UI: Delete client group","0","testGroupDelete","Surefire suite","Fri Nov 29 01:42:36 GMT 2024","skipped","Fri Nov 29 01:42:36 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testGroupDelete"
"UI: junior worker create group ->login to admin account and verify visibility of group ->delete group within Admin account","0","testScopeJunior_GroupVisibility","Surefire suite","Fri Nov 29 01:42:26 GMT 2024","skipped","Fri Nov 29 01:42:26 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_GroupVisibility"
"UI: Update service","3","testServiceUpdate","Surefire suite","Fri Nov 29 01:42:21 GMT 2024","skipped","Fri Nov 29 01:42:21 GMT 2024","com.lista.automation.ui.tests.ServiceTest","Surefire test","com.lista.automation.ui.tests.ServiceTest","testServiceUpdate"
"UI: admin worker create client ->login to junior account and verify visibility of client ->delete client within Junior account","0","testScopeAdmin_ClientVisibility","Surefire suite","Fri Nov 29 01:42:26 GMT 2024","skipped","Fri Nov 29 01:42:26 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_ClientVisibility"
"UI: Menu of default groups","0","testMenuDefaultGroups","Surefire suite","Fri Nov 29 01:42:36 GMT 2024","skipped","Fri Nov 29 01:42:36 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testMenuDefaultGroups"
"UI: junior worker create appointment ->login as readonly worker and verify invisibility of appointment ->login as admin worker and verify invisibility of appointment","0","testScopeJunior_AppointmentVisibility","Surefire suite","Fri Nov 29 01:42:26 GMT 2024","skipped","Fri Nov 29 01:42:26 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_AppointmentVisibility"
"UI: Update gallery of client","0","testClientUpdateGallery","Surefire suite","Fri Nov 29 01:42:39 GMT 2024","skipped","Fri Nov 29 01:42:39 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientUpdateGallery"
"","0","setUp","Surefire suite","Fri Nov 29 01:42:36 GMT 2024","broken","Fri Nov 29 01:42:36 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","setUp"
