"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"UI: Create service","1","testServiceCreate","Surefire suite","Mon Nov 04 01:38:25 GMT 2024","skipped","Mon Nov 04 01:38:25 GMT 2024","com.lista.automation.ui.tests.ServiceTest","Surefire test","com.lista.automation.ui.tests.ServiceTest","testServiceCreate"
"UI: junior worker create service ->login to admin account and verify visibility of service ->delete service within Admin account","0","testScopeJunior_ServiceVisibility","Surefire suite","Mon Nov 04 01:38:32 GMT 2024","skipped","Mon Nov 04 01:38:32 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_ServiceVisibility"
"","1","setUp","Surefire suite","Mon Nov 04 01:38:44 GMT 2024","broken","Mon Nov 04 01:38:44 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","setUp"
"UI: Delete client","0","testDeleteClient","Surefire suite","Mon Nov 04 01:38:48 GMT 2024","skipped","Mon Nov 04 01:38:48 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testDeleteClient"
"UI: Change Calendar first day","0","testCalendarSettings","Surefire suite","Mon Nov 04 01:38:36 GMT 2024","skipped","Mon Nov 04 01:38:36 GMT 2024","com.lista.automation.ui.tests.CalendarSettingsTest","Surefire test","com.lista.automation.ui.tests.CalendarSettingsTest","testCalendarSettings"
"UI: Change Calendar view","0","testCalendarView","Surefire suite","Mon Nov 04 01:38:36 GMT 2024","skipped","Mon Nov 04 01:38:36 GMT 2024","com.lista.automation.ui.tests.CalendarSettingsTest","Surefire test","com.lista.automation.ui.tests.CalendarSettingsTest","testCalendarView"
"","1","testGetUsers","Surefire suite","Mon Nov 04 01:38:48 GMT 2024","skipped","Mon Nov 04 01:38:48 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testGetUsers"
"","0","setUp","Surefire suite","Mon Nov 04 01:38:40 GMT 2024","broken","Mon Nov 04 01:38:40 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","setUp"
"UI: Create client","0","testClientCreate","Surefire suite","Mon Nov 04 01:38:48 GMT 2024","skipped","Mon Nov 04 01:38:48 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientCreate"
"UI: admin worker create client ->login to junior account and verify visibility of client ->delete client within Junior account","0","testScopeAdmin_ClientVisibility","Surefire suite","Mon Nov 04 01:38:32 GMT 2024","skipped","Mon Nov 04 01:38:32 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_ClientVisibility"
"UI: Menu of default groups","0","testMenuDefaultGroups","Surefire suite","Mon Nov 04 01:38:44 GMT 2024","skipped","Mon Nov 04 01:38:44 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testMenuDefaultGroups"
"","2","setUp","Surefire suite","Mon Nov 04 01:38:25 GMT 2024","broken","Mon Nov 04 01:38:25 GMT 2024","com.lista.automation.ui.tests.ServiceTest","Surefire test","com.lista.automation.ui.tests.ServiceTest","setUp"
"UI: admin worker create service ->login to junior account and verify visibility of service ->delete service within Junior account","0","testScopeAdmin_ServiceVisibility","Surefire suite","Mon Nov 04 01:38:32 GMT 2024","skipped","Mon Nov 04 01:38:32 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_ServiceVisibility"
"UI: Delete client group","1","testGroupDelete","Surefire suite","Mon Nov 04 01:38:44 GMT 2024","skipped","Mon Nov 04 01:38:44 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testGroupDelete"
"Create empty appointment in UI","1","testCreateEmptyAppointment","Surefire suite","Mon Nov 04 01:38:40 GMT 2024","skipped","Mon Nov 04 01:38:40 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testCreateEmptyAppointment"
"UI: Rename client group","0","testGroupRename","Surefire suite","Mon Nov 04 01:38:44 GMT 2024","skipped","Mon Nov 04 01:38:44 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testGroupRename"
"UI: junior worker create client ->login to admin account and verify visibility of client ->delete client within Admin account","0","testScopeJunior_ClientVisibility","Surefire suite","Mon Nov 04 01:38:32 GMT 2024","skipped","Mon Nov 04 01:38:32 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_ClientVisibility"
"Add new client during appointment creation in UI","0","testAddClientDuringAppointmentCreation","Surefire suite","Mon Nov 04 01:38:40 GMT 2024","skipped","Mon Nov 04 01:38:40 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testAddClientDuringAppointmentCreation"
"UI: Update debts of client","0","testClientUpdateDebts","Surefire suite","Mon Nov 04 01:38:48 GMT 2024","skipped","Mon Nov 04 01:38:48 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientUpdateDebts"
