"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"UI: Add member into group","0","testAddMemberIntoGroup","Surefire suite","Wed Jan 01 01:42:53 GMT 2025","skipped","Wed Jan 01 01:42:53 GMT 2025","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testAddMemberIntoGroup"
"","2","setUp","Surefire suite","Wed Jan 01 01:42:39 GMT 2025","broken","Wed Jan 01 01:42:39 GMT 2025","com.lista.automation.ui.tests.ServiceTest","Surefire test","com.lista.automation.ui.tests.ServiceTest","setUp"
"UI: junior worker create appointment ->login as readonly worker and verify invisibility of appointment ->login as admin worker and verify invisibility of appointment","0","testScopeJunior_AppointmentVisibility","Surefire suite","Wed Jan 01 01:42:44 GMT 2025","skipped","Wed Jan 01 01:42:44 GMT 2025","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_AppointmentVisibility"
"","0","setUp","Surefire suite","Wed Jan 01 01:42:50 GMT 2025","broken","Wed Jan 01 01:42:50 GMT 2025","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","setUp"
"UI: Delete client","0","testDeleteClient","Surefire suite","Wed Jan 01 01:42:56 GMT 2025","skipped","Wed Jan 01 01:42:56 GMT 2025","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testDeleteClient"
"Change calendar view and delete appointment in UI","0","testDeleteAppointment","Surefire suite","Wed Jan 01 01:42:50 GMT 2025","skipped","Wed Jan 01 01:42:50 GMT 2025","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testDeleteAppointment"
"UI: junior worker create client ->login to admin account and verify visibility of client ->delete client within Admin account","0","testScopeJunior_ClientVisibility","Surefire suite","Wed Jan 01 01:42:44 GMT 2025","skipped","Wed Jan 01 01:42:44 GMT 2025","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_ClientVisibility"
"Create appointment in UI","0","testCreateAppointment","Surefire suite","Wed Jan 01 01:42:50 GMT 2025","skipped","Wed Jan 01 01:42:50 GMT 2025","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testCreateAppointment"
"UI: admin worker create group ->login to junior account and verify visibility of group ->delete group within Junior account","0","testScopeAdmin_GroupVisibility","Surefire suite","Wed Jan 01 01:42:44 GMT 2025","skipped","Wed Jan 01 01:42:44 GMT 2025","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_GroupVisibility"
"UI: Delete client group","0","testGroupDelete","Surefire suite","Wed Jan 01 01:42:53 GMT 2025","skipped","Wed Jan 01 01:42:53 GMT 2025","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testGroupDelete"
"UI: Update debts of client","0","testClientUpdateDebts","Surefire suite","Wed Jan 01 01:42:56 GMT 2025","skipped","Wed Jan 01 01:42:56 GMT 2025","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientUpdateDebts"
"UI: Update notes of client","0","testClientUpdateNotes","Surefire suite","Wed Jan 01 01:42:56 GMT 2025","skipped","Wed Jan 01 01:42:56 GMT 2025","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientUpdateNotes"
"UI: Rename client group","1","testGroupRename","Surefire suite","Wed Jan 01 01:42:53 GMT 2025","skipped","Wed Jan 01 01:42:53 GMT 2025","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testGroupRename"
"UI: Create client","0","testClientCreate","Surefire suite","Wed Jan 01 01:42:56 GMT 2025","skipped","Wed Jan 01 01:42:56 GMT 2025","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientCreate"
"UI: admin worker create appointment ->login as junior worker and verify invisibility of appointment ->login as readonly worker and verify invisibility of appointment","0","testScopeAdmin_AppointmentVisibility","Surefire suite","Wed Jan 01 01:42:44 GMT 2025","skipped","Wed Jan 01 01:42:44 GMT 2025","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_AppointmentVisibility"
"Change appointment time by drag and drop in UI","0","testDragAndDropAppointment","Surefire suite","Wed Jan 01 01:42:50 GMT 2025","skipped","Wed Jan 01 01:42:50 GMT 2025","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testDragAndDropAppointment"
"UI: Menu of default groups","0","testMenuDefaultGroups","Surefire suite","Wed Jan 01 01:42:53 GMT 2025","skipped","Wed Jan 01 01:42:53 GMT 2025","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testMenuDefaultGroups"
