"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Create empty appointment in UI","0","testCreateEmptyAppointment","Surefire suite","Mon Nov 11 01:28:44 GMT 2024","skipped","Mon Nov 11 01:28:44 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testCreateEmptyAppointment"
"UI: junior worker create client ->login to admin account and verify visibility of client ->delete client within Admin account","0","testScopeJunior_ClientVisibility","Surefire suite","Mon Nov 11 01:28:36 GMT 2024","skipped","Mon Nov 11 01:28:36 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_ClientVisibility"
"Change appointment time by drag and drop in UI","0","testDragAndDropAppointment","Surefire suite","Mon Nov 11 01:28:44 GMT 2024","skipped","Mon Nov 11 01:28:44 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testDragAndDropAppointment"
"UI: junior worker create appointment ->login as readonly worker and verify invisibility of appointment ->login as admin worker and verify invisibility of appointment","0","testScopeJunior_AppointmentVisibility","Surefire suite","Mon Nov 11 01:28:36 GMT 2024","skipped","Mon Nov 11 01:28:36 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_AppointmentVisibility"
"UI: Delete member from group","1","testDeleteMemberFromGroup","Surefire suite","Mon Nov 11 01:28:48 GMT 2024","skipped","Mon Nov 11 01:28:48 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testDeleteMemberFromGroup"
"","0","testGetUsers","Surefire suite","Mon Nov 11 01:28:52 GMT 2024","skipped","Mon Nov 11 01:28:52 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testGetUsers"
"","0","setUp","Surefire suite","Mon Nov 11 01:28:36 GMT 2024","broken","Mon Nov 11 01:28:36 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","setUp"
"","0","setUp","Surefire suite","Mon Nov 11 01:28:44 GMT 2024","broken","Mon Nov 11 01:28:44 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","setUp"
"UI: admin worker create service ->login to junior account and verify visibility of service ->delete service within Junior account","0","testScopeAdmin_ServiceVisibility","Surefire suite","Mon Nov 11 01:28:36 GMT 2024","skipped","Mon Nov 11 01:28:36 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_ServiceVisibility"
"UI: admin worker create group ->login to junior account and verify visibility of group ->delete group within Junior account","0","testScopeAdmin_GroupVisibility","Surefire suite","Mon Nov 11 01:28:36 GMT 2024","skipped","Mon Nov 11 01:28:36 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_GroupVisibility"
