"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"UI: Change Calendar first day","0","testCalendarSettings","Surefire suite","Fri Nov 08 01:27:24 GMT 2024","skipped","Fri Nov 08 01:27:24 GMT 2024","com.lista.automation.ui.tests.CalendarSettingsTest","Surefire test","com.lista.automation.ui.tests.CalendarSettingsTest","testCalendarSettings"
"UI: Change Calendar view","0","testCalendarView","Surefire suite","Fri Nov 08 01:27:24 GMT 2024","skipped","Fri Nov 08 01:27:24 GMT 2024","com.lista.automation.ui.tests.CalendarSettingsTest","Surefire test","com.lista.automation.ui.tests.CalendarSettingsTest","testCalendarView"
"Add new client during appointment creation in UI","0","testAddClientDuringAppointmentCreation","Surefire suite","Fri Nov 08 01:27:27 GMT 2024","skipped","Fri Nov 08 01:27:27 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testAddClientDuringAppointmentCreation"
"UI: junior worker create service ->login to admin account and verify visibility of service ->delete service within Admin account","0","testScopeJunior_ServiceVisibility","Surefire suite","Fri Nov 08 01:27:21 GMT 2024","skipped","Fri Nov 08 01:27:21 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_ServiceVisibility"
"UI: Create service","1","testServiceCreate","Surefire suite","Fri Nov 08 01:27:16 GMT 2024","skipped","Fri Nov 08 01:27:16 GMT 2024","com.lista.automation.ui.tests.ServiceTest","Surefire test","com.lista.automation.ui.tests.ServiceTest","testServiceCreate"
"Create empty appointment in UI","0","testCreateEmptyAppointment","Surefire suite","Fri Nov 08 01:27:27 GMT 2024","skipped","Fri Nov 08 01:27:27 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testCreateEmptyAppointment"
"UI: admin/junior/readonly create appointments ->switching between workers -> verify appointment visibility of each worker","0","testScopeSwiper_AppointmentVisibility","Surefire suite","Fri Nov 08 01:27:21 GMT 2024","skipped","Fri Nov 08 01:27:21 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeSwiper_AppointmentVisibility"
"UI: Create client","0","testClientCreate","Surefire suite","Fri Nov 08 01:27:34 GMT 2024","skipped","Fri Nov 08 01:27:34 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientCreate"
"Change calendar view and delete appointment in UI","0","testDeleteAppointment","Surefire suite","Fri Nov 08 01:27:27 GMT 2024","skipped","Fri Nov 08 01:27:27 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testDeleteAppointment"
"UI: admin worker create appointment ->login as junior worker and verify invisibility of appointment ->login as readonly worker and verify invisibility of appointment","0","testScopeAdmin_AppointmentVisibility","Surefire suite","Fri Nov 08 01:27:21 GMT 2024","skipped","Fri Nov 08 01:27:21 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_AppointmentVisibility"
"UI: Delete service","0","testServiceDelete","Surefire suite","Fri Nov 08 01:27:16 GMT 2024","skipped","Fri Nov 08 01:27:16 GMT 2024","com.lista.automation.ui.tests.ServiceTest","Surefire test","com.lista.automation.ui.tests.ServiceTest","testServiceDelete"
"UI: Delete member from group","0","testDeleteMemberFromGroup","Surefire suite","Fri Nov 08 01:27:31 GMT 2024","skipped","Fri Nov 08 01:27:31 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testDeleteMemberFromGroup"
