"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"UI: admin/junior/readonly create appointments ->switching between workers -> verify appointment visibility of each worker","0","testScopeSwiper_AppointmentVisibility","Surefire suite","Fri Nov 01 01:43:27 GMT 2024","skipped","Fri Nov 01 01:43:27 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeSwiper_AppointmentVisibility"
"UI: Update notes of client","0","testClientUpdateNotes","Surefire suite","Fri Nov 01 01:43:45 GMT 2024","skipped","Fri Nov 01 01:43:45 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientUpdateNotes"
"","0","setUp","Surefire suite","Fri Nov 01 01:43:27 GMT 2024","broken","Fri Nov 01 01:43:27 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","setUp"
"UI: Update service","1","testServiceUpdate","Surefire suite","Fri Nov 01 01:43:21 GMT 2024","skipped","Fri Nov 01 01:43:21 GMT 2024","com.lista.automation.ui.tests.ServiceTest","Surefire test","com.lista.automation.ui.tests.ServiceTest","testServiceUpdate"
"UI: Delete service","1","testServiceDelete","Surefire suite","Fri Nov 01 01:43:21 GMT 2024","skipped","Fri Nov 01 01:43:21 GMT 2024","com.lista.automation.ui.tests.ServiceTest","Surefire test","com.lista.automation.ui.tests.ServiceTest","testServiceDelete"
"","0","setUp","Surefire suite","Fri Nov 01 01:43:45 GMT 2024","broken","Fri Nov 01 01:43:45 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","setUp"
"UI: admin worker create group ->login to junior account and verify visibility of group ->delete group within Junior account","0","testScopeAdmin_GroupVisibility","Surefire suite","Fri Nov 01 01:43:27 GMT 2024","skipped","Fri Nov 01 01:43:27 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_GroupVisibility"
"UI: Change Calendar first day","0","testCalendarSettings","Surefire suite","Fri Nov 01 01:43:32 GMT 2024","skipped","Fri Nov 01 01:43:32 GMT 2024","com.lista.automation.ui.tests.CalendarSettingsTest","Surefire test","com.lista.automation.ui.tests.CalendarSettingsTest","testCalendarSettings"
"UI: admin worker create client ->login to junior account and verify visibility of client ->delete client within Junior account","0","testScopeAdmin_ClientVisibility","Surefire suite","Fri Nov 01 01:43:27 GMT 2024","skipped","Fri Nov 01 01:43:27 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_ClientVisibility"
"UI: Change Calendar view","0","testCalendarView","Surefire suite","Fri Nov 01 01:43:32 GMT 2024","skipped","Fri Nov 01 01:43:32 GMT 2024","com.lista.automation.ui.tests.CalendarSettingsTest","Surefire test","com.lista.automation.ui.tests.CalendarSettingsTest","testCalendarView"
"","0","testGetUsers","Surefire suite","Fri Nov 01 01:43:45 GMT 2024","skipped","Fri Nov 01 01:43:45 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testGetUsers"
"UI: junior worker create service ->login to admin account and verify visibility of service ->delete service within Admin account","0","testScopeJunior_ServiceVisibility","Surefire suite","Fri Nov 01 01:43:27 GMT 2024","skipped","Fri Nov 01 01:43:27 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_ServiceVisibility"
"Change calendar view and delete appointment in UI","0","testDeleteAppointment","Surefire suite","Fri Nov 01 01:43:36 GMT 2024","skipped","Fri Nov 01 01:43:36 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testDeleteAppointment"
"Create appointment in UI","1","testCreateAppointment","Surefire suite","Fri Nov 01 01:43:36 GMT 2024","skipped","Fri Nov 01 01:43:36 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testCreateAppointment"
"UI: Delete client group","0","testGroupDelete","Surefire suite","Fri Nov 01 01:43:40 GMT 2024","skipped","Fri Nov 01 01:43:40 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testGroupDelete"
"UI: junior worker create appointment ->login as readonly worker and verify invisibility of appointment ->login as admin worker and verify invisibility of appointment","0","testScopeJunior_AppointmentVisibility","Surefire suite","Fri Nov 01 01:43:27 GMT 2024","skipped","Fri Nov 01 01:43:27 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_AppointmentVisibility"
