"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"UI: junior worker create service ->login to admin account and verify visibility of service ->delete service within Admin account","0","testScopeJunior_ServiceVisibility","Surefire suite","Wed Dec 04 01:44:53 GMT 2024","skipped","Wed Dec 04 01:44:53 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_ServiceVisibility"
"UI: Delete service","1","testServiceDelete","Surefire suite","Wed Dec 04 01:44:48 GMT 2024","skipped","Wed Dec 04 01:44:48 GMT 2024","com.lista.automation.ui.tests.ServiceTest","Surefire test","com.lista.automation.ui.tests.ServiceTest","testServiceDelete"
"UI: Add member into group","0","testAddMemberIntoGroup","Surefire suite","Wed Dec 04 01:45:04 GMT 2024","skipped","Wed Dec 04 01:45:04 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testAddMemberIntoGroup"
"UI: Create service","1","testServiceCreate","Surefire suite","Wed Dec 04 01:44:48 GMT 2024","skipped","Wed Dec 04 01:44:48 GMT 2024","com.lista.automation.ui.tests.ServiceTest","Surefire test","com.lista.automation.ui.tests.ServiceTest","testServiceCreate"
"Create appointment in UI","0","testCreateAppointment","Surefire suite","Wed Dec 04 01:45:01 GMT 2024","skipped","Wed Dec 04 01:45:01 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testCreateAppointment"
"","5","setUp","Surefire suite","Wed Dec 04 01:44:48 GMT 2024","broken","Wed Dec 04 01:44:48 GMT 2024","com.lista.automation.ui.tests.ServiceTest","Surefire test","com.lista.automation.ui.tests.ServiceTest","setUp"
"UI: Update personal info of client","0","testClientUpdatePersonalInfo","Surefire suite","Wed Dec 04 01:45:07 GMT 2024","skipped","Wed Dec 04 01:45:07 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientUpdatePersonalInfo"
"","0","setUp","Surefire suite","Wed Dec 04 01:44:53 GMT 2024","broken","Wed Dec 04 01:44:53 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","setUp"
"UI: Delete client","0","testDeleteClient","Surefire suite","Wed Dec 04 01:45:07 GMT 2024","skipped","Wed Dec 04 01:45:07 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testDeleteClient"
"UI: Update gallery of client","0","testClientUpdateGallery","Surefire suite","Wed Dec 04 01:45:07 GMT 2024","skipped","Wed Dec 04 01:45:07 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientUpdateGallery"
"","0","setUp","Surefire suite","Wed Dec 04 01:45:01 GMT 2024","broken","Wed Dec 04 01:45:01 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","setUp"
"UI: Update notes of client","0","testClientUpdateNotes","Surefire suite","Wed Dec 04 01:45:07 GMT 2024","skipped","Wed Dec 04 01:45:07 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientUpdateNotes"
"UI: admin worker create appointment ->login as junior worker and verify invisibility of appointment ->login as readonly worker and verify invisibility of appointment","1","testScopeAdmin_AppointmentVisibility","Surefire suite","Wed Dec 04 01:44:53 GMT 2024","skipped","Wed Dec 04 01:44:53 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_AppointmentVisibility"
"Add new client during appointment creation in UI","0","testAddClientDuringAppointmentCreation","Surefire suite","Wed Dec 04 01:45:01 GMT 2024","skipped","Wed Dec 04 01:45:01 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testAddClientDuringAppointmentCreation"
"UI: admin/junior/readonly create appointments ->switching between workers -> verify appointment visibility of each worker","0","testScopeSwiper_AppointmentVisibility","Surefire suite","Wed Dec 04 01:44:53 GMT 2024","skipped","Wed Dec 04 01:44:53 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeSwiper_AppointmentVisibility"
"UI: Change Calendar view","0","testCalendarView","Surefire suite","Wed Dec 04 01:44:57 GMT 2024","skipped","Wed Dec 04 01:44:57 GMT 2024","com.lista.automation.ui.tests.CalendarSettingsTest","Surefire test","com.lista.automation.ui.tests.CalendarSettingsTest","testCalendarView"
"","0","setUp","Surefire suite","Wed Dec 04 01:45:07 GMT 2024","broken","Wed Dec 04 01:45:07 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","setUp"
"","0","setUp","Surefire suite","Wed Dec 04 01:44:57 GMT 2024","broken","Wed Dec 04 01:44:57 GMT 2024","com.lista.automation.ui.tests.CalendarSettingsTest","Surefire test","com.lista.automation.ui.tests.CalendarSettingsTest","setUp"
"Create empty appointment in UI","0","testCreateEmptyAppointment","Surefire suite","Wed Dec 04 01:45:01 GMT 2024","skipped","Wed Dec 04 01:45:01 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testCreateEmptyAppointment"
"UI: Create client","0","testClientCreate","Surefire suite","Wed Dec 04 01:45:07 GMT 2024","skipped","Wed Dec 04 01:45:07 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientCreate"
"UI: admin worker create service ->login to junior account and verify visibility of service ->delete service within Junior account","0","testScopeAdmin_ServiceVisibility","Surefire suite","Wed Dec 04 01:44:53 GMT 2024","skipped","Wed Dec 04 01:44:53 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_ServiceVisibility"
"UI: junior worker create group ->login to admin account and verify visibility of group ->delete group within Admin account","0","testScopeJunior_GroupVisibility","Surefire suite","Wed Dec 04 01:44:53 GMT 2024","skipped","Wed Dec 04 01:44:53 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_GroupVisibility"
"","1","testGetUsers","Surefire suite","Wed Dec 04 01:45:07 GMT 2024","skipped","Wed Dec 04 01:45:07 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testGetUsers"
"UI: Create client group","0","testGroupCreate","Surefire suite","Wed Dec 04 01:45:04 GMT 2024","skipped","Wed Dec 04 01:45:04 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testGroupCreate"
