"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"UI: Change Calendar first day","0","testCalendarSettings","Surefire suite","Mon Nov 25 01:42:46 GMT 2024","skipped","Mon Nov 25 01:42:46 GMT 2024","com.lista.automation.ui.tests.CalendarSettingsTest","Surefire test","com.lista.automation.ui.tests.CalendarSettingsTest","testCalendarSettings"
"UI: Add member into group","0","testAddMemberIntoGroup","Surefire suite","Mon Nov 25 01:42:53 GMT 2024","skipped","Mon Nov 25 01:42:53 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testAddMemberIntoGroup"
"UI: junior worker create appointment ->login as readonly worker and verify invisibility of appointment ->login as admin worker and verify invisibility of appointment","0","testScopeJunior_AppointmentVisibility","Surefire suite","Mon Nov 25 01:42:42 GMT 2024","skipped","Mon Nov 25 01:42:42 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_AppointmentVisibility"
"UI: admin worker create appointment ->login as junior worker and verify invisibility of appointment ->login as readonly worker and verify invisibility of appointment","0","testScopeAdmin_AppointmentVisibility","Surefire suite","Mon Nov 25 01:42:42 GMT 2024","skipped","Mon Nov 25 01:42:42 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_AppointmentVisibility"
"Change appointment time by drag and drop in UI","0","testDragAndDropAppointment","Surefire suite","Mon Nov 25 01:42:50 GMT 2024","skipped","Mon Nov 25 01:42:50 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testDragAndDropAppointment"
"UI: admin worker create service ->login to junior account and verify visibility of service ->delete service within Junior account","0","testScopeAdmin_ServiceVisibility","Surefire suite","Mon Nov 25 01:42:42 GMT 2024","skipped","Mon Nov 25 01:42:42 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_ServiceVisibility"
"UI: admin worker create client ->login to junior account and verify visibility of client ->delete client within Junior account","0","testScopeAdmin_ClientVisibility","Surefire suite","Mon Nov 25 01:42:42 GMT 2024","skipped","Mon Nov 25 01:42:42 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_ClientVisibility"
"Create appointment in UI","0","testCreateAppointment","Surefire suite","Mon Nov 25 01:42:50 GMT 2024","skipped","Mon Nov 25 01:42:50 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testCreateAppointment"
"UI: Update notes of client","0","testClientUpdateNotes","Surefire suite","Mon Nov 25 01:42:58 GMT 2024","skipped","Mon Nov 25 01:42:58 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientUpdateNotes"
"Create empty appointment in UI","0","testCreateEmptyAppointment","Surefire suite","Mon Nov 25 01:42:50 GMT 2024","skipped","Mon Nov 25 01:42:50 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testCreateEmptyAppointment"
"UI: junior worker create client ->login to admin account and verify visibility of client ->delete client within Admin account","0","testScopeJunior_ClientVisibility","Surefire suite","Mon Nov 25 01:42:42 GMT 2024","skipped","Mon Nov 25 01:42:42 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_ClientVisibility"
