"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"UI: junior worker create group ->login to admin account and verify visibility of group ->delete group within Admin account","0","testScopeJunior_GroupVisibility","Surefire suite","Mon Dec 30 01:38:41 GMT 2024","skipped","Mon Dec 30 01:38:41 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_GroupVisibility"
"","0","setUp","Surefire suite","Mon Dec 30 01:38:44 GMT 2024","broken","Mon Dec 30 01:38:44 GMT 2024","com.lista.automation.ui.tests.CalendarSettingsTest","Surefire test","com.lista.automation.ui.tests.CalendarSettingsTest","setUp"
"UI: junior worker create service ->login to admin account and verify visibility of service ->delete service within Admin account","0","testScopeJunior_ServiceVisibility","Surefire suite","Mon Dec 30 01:38:41 GMT 2024","skipped","Mon Dec 30 01:38:41 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_ServiceVisibility"
"","1","setUp","Surefire suite","Mon Dec 30 01:38:55 GMT 2024","broken","Mon Dec 30 01:38:55 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","setUp"
"UI: Update personal info of client","0","testClientUpdatePersonalInfo","Surefire suite","Mon Dec 30 01:38:55 GMT 2024","skipped","Mon Dec 30 01:38:55 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientUpdatePersonalInfo"
"UI: Change Calendar view","0","testCalendarView","Surefire suite","Mon Dec 30 01:38:44 GMT 2024","skipped","Mon Dec 30 01:38:44 GMT 2024","com.lista.automation.ui.tests.CalendarSettingsTest","Surefire test","com.lista.automation.ui.tests.CalendarSettingsTest","testCalendarView"
"UI: Update gallery of client","0","testClientUpdateGallery","Surefire suite","Mon Dec 30 01:38:55 GMT 2024","skipped","Mon Dec 30 01:38:55 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientUpdateGallery"
"UI: Delete member from group","0","testDeleteMemberFromGroup","Surefire suite","Mon Dec 30 01:38:51 GMT 2024","skipped","Mon Dec 30 01:38:51 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testDeleteMemberFromGroup"
"UI: admin worker create service ->login to junior account and verify visibility of service ->delete service within Junior account","0","testScopeAdmin_ServiceVisibility","Surefire suite","Mon Dec 30 01:38:41 GMT 2024","skipped","Mon Dec 30 01:38:41 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_ServiceVisibility"
"UI: Add member into group","1","testAddMemberIntoGroup","Surefire suite","Mon Dec 30 01:38:51 GMT 2024","skipped","Mon Dec 30 01:38:51 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testAddMemberIntoGroup"
"UI: Delete client","0","testDeleteClient","Surefire suite","Mon Dec 30 01:38:55 GMT 2024","skipped","Mon Dec 30 01:38:55 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testDeleteClient"
"Create empty appointment in UI","0","testCreateEmptyAppointment","Surefire suite","Mon Dec 30 01:38:48 GMT 2024","skipped","Mon Dec 30 01:38:48 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testCreateEmptyAppointment"
"","1","setUp","Surefire suite","Mon Dec 30 01:38:51 GMT 2024","broken","Mon Dec 30 01:38:51 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","setUp"
"","3","setUp","Surefire suite","Mon Dec 30 01:38:36 GMT 2024","broken","Mon Dec 30 01:38:36 GMT 2024","com.lista.automation.ui.tests.ServiceTest","Surefire test","com.lista.automation.ui.tests.ServiceTest","setUp"
"","0","setUp","Surefire suite","Mon Dec 30 01:38:41 GMT 2024","broken","Mon Dec 30 01:38:41 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","setUp"
"Change appointment time by drag and drop in UI","0","testDragAndDropAppointment","Surefire suite","Mon Dec 30 01:38:48 GMT 2024","skipped","Mon Dec 30 01:38:48 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testDragAndDropAppointment"
"UI: junior worker create appointment ->login as readonly worker and verify invisibility of appointment ->login as admin worker and verify invisibility of appointment","0","testScopeJunior_AppointmentVisibility","Surefire suite","Mon Dec 30 01:38:41 GMT 2024","skipped","Mon Dec 30 01:38:41 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_AppointmentVisibility"
"UI: Change Calendar first day","0","testCalendarSettings","Surefire suite","Mon Dec 30 01:38:44 GMT 2024","skipped","Mon Dec 30 01:38:44 GMT 2024","com.lista.automation.ui.tests.CalendarSettingsTest","Surefire test","com.lista.automation.ui.tests.CalendarSettingsTest","testCalendarSettings"
"UI: Create service","1","testServiceCreate","Surefire suite","Mon Dec 30 01:38:36 GMT 2024","skipped","Mon Dec 30 01:38:36 GMT 2024","com.lista.automation.ui.tests.ServiceTest","Surefire test","com.lista.automation.ui.tests.ServiceTest","testServiceCreate"
"Change calendar view and delete appointment in UI","0","testDeleteAppointment","Surefire suite","Mon Dec 30 01:38:48 GMT 2024","skipped","Mon Dec 30 01:38:48 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testDeleteAppointment"
"UI: admin worker create group ->login to junior account and verify visibility of group ->delete group within Junior account","0","testScopeAdmin_GroupVisibility","Surefire suite","Mon Dec 30 01:38:41 GMT 2024","skipped","Mon Dec 30 01:38:41 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_GroupVisibility"
"","0","testGetUsers","Surefire suite","Mon Dec 30 01:38:55 GMT 2024","skipped","Mon Dec 30 01:38:55 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testGetUsers"
"UI: junior worker create client ->login to admin account and verify visibility of client ->delete client within Admin account","0","testScopeJunior_ClientVisibility","Surefire suite","Mon Dec 30 01:38:41 GMT 2024","skipped","Mon Dec 30 01:38:41 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_ClientVisibility"
"","0","setUp","Surefire suite","Mon Dec 30 01:38:48 GMT 2024","broken","Mon Dec 30 01:38:48 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","setUp"
"UI: Delete client group","0","testGroupDelete","Surefire suite","Mon Dec 30 01:38:51 GMT 2024","skipped","Mon Dec 30 01:38:51 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testGroupDelete"
"UI: admin worker create client ->login to junior account and verify visibility of client ->delete client within Junior account","0","testScopeAdmin_ClientVisibility","Surefire suite","Mon Dec 30 01:38:41 GMT 2024","skipped","Mon Dec 30 01:38:41 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_ClientVisibility"
"Add new client during appointment creation in UI","0","testAddClientDuringAppointmentCreation","Surefire suite","Mon Dec 30 01:38:48 GMT 2024","skipped","Mon Dec 30 01:38:48 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testAddClientDuringAppointmentCreation"
"UI: Rename client group","0","testGroupRename","Surefire suite","Mon Dec 30 01:38:51 GMT 2024","skipped","Mon Dec 30 01:38:51 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testGroupRename"
