"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"UI: admin worker create service ->login to junior account and verify visibility of service ->delete service within Junior account","0","testScopeAdmin_ServiceVisibility","Surefire suite","Fri Dec 20 01:36:28 GMT 2024","skipped","Fri Dec 20 01:36:28 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_ServiceVisibility"
"UI: Create service","1","testServiceCreate","Surefire suite","Fri Dec 20 01:36:23 GMT 2024","skipped","Fri Dec 20 01:36:23 GMT 2024","com.lista.automation.ui.tests.ServiceTest","Surefire test","com.lista.automation.ui.tests.ServiceTest","testServiceCreate"
"","0","testGetUsers","Surefire suite","Fri Dec 20 01:36:40 GMT 2024","skipped","Fri Dec 20 01:36:40 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testGetUsers"
"UI: junior worker create service ->login to admin account and verify visibility of service ->delete service within Admin account","0","testScopeJunior_ServiceVisibility","Surefire suite","Fri Dec 20 01:36:28 GMT 2024","skipped","Fri Dec 20 01:36:28 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_ServiceVisibility"
"UI: admin worker create client ->login to junior account and verify visibility of client ->delete client within Junior account","0","testScopeAdmin_ClientVisibility","Surefire suite","Fri Dec 20 01:36:28 GMT 2024","skipped","Fri Dec 20 01:36:28 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_ClientVisibility"
"UI: Add member into group","0","testAddMemberIntoGroup","Surefire suite","Fri Dec 20 01:36:38 GMT 2024","skipped","Fri Dec 20 01:36:38 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testAddMemberIntoGroup"
"UI: admin worker create appointment ->login as junior worker and verify invisibility of appointment ->login as readonly worker and verify invisibility of appointment","0","testScopeAdmin_AppointmentVisibility","Surefire suite","Fri Dec 20 01:36:28 GMT 2024","skipped","Fri Dec 20 01:36:28 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_AppointmentVisibility"
"UI: Update notes of client","0","testClientUpdateNotes","Surefire suite","Fri Dec 20 01:36:40 GMT 2024","skipped","Fri Dec 20 01:36:40 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientUpdateNotes"
"UI: Update personal info of client","0","testClientUpdatePersonalInfo","Surefire suite","Fri Dec 20 01:36:40 GMT 2024","skipped","Fri Dec 20 01:36:40 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientUpdatePersonalInfo"
"UI: Update gallery of client","0","testClientUpdateGallery","Surefire suite","Fri Dec 20 01:36:40 GMT 2024","skipped","Fri Dec 20 01:36:40 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientUpdateGallery"
