"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"UI: junior worker create service ->login to admin account and verify visibility of service ->delete service within Admin account","0","testScopeJunior_ServiceVisibility","Surefire suite","Wed Nov 27 01:43:20 GMT 2024","skipped","Wed Nov 27 01:43:20 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_ServiceVisibility"
"","0","setUp","Surefire suite","Wed Nov 27 01:43:30 GMT 2024","broken","Wed Nov 27 01:43:30 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","setUp"
"Add new client during appointment creation in UI","0","testAddClientDuringAppointmentCreation","Surefire suite","Wed Nov 27 01:43:27 GMT 2024","skipped","Wed Nov 27 01:43:27 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testAddClientDuringAppointmentCreation"
"Create empty appointment in UI","0","testCreateEmptyAppointment","Surefire suite","Wed Nov 27 01:43:27 GMT 2024","skipped","Wed Nov 27 01:43:27 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testCreateEmptyAppointment"
"UI: junior worker create client ->login to admin account and verify visibility of client ->delete client within Admin account","1","testScopeJunior_ClientVisibility","Surefire suite","Wed Nov 27 01:43:20 GMT 2024","skipped","Wed Nov 27 01:43:20 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_ClientVisibility"
"UI: Create client","0","testClientCreate","Surefire suite","Wed Nov 27 01:43:34 GMT 2024","skipped","Wed Nov 27 01:43:34 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientCreate"
"UI: Rename client group","0","testGroupRename","Surefire suite","Wed Nov 27 01:43:30 GMT 2024","skipped","Wed Nov 27 01:43:30 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testGroupRename"
"UI: Update debts of client","0","testClientUpdateDebts","Surefire suite","Wed Nov 27 01:43:34 GMT 2024","skipped","Wed Nov 27 01:43:34 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientUpdateDebts"
"UI: Delete client","0","testDeleteClient","Surefire suite","Wed Nov 27 01:43:34 GMT 2024","skipped","Wed Nov 27 01:43:34 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testDeleteClient"
"UI: admin worker create group ->login to junior account and verify visibility of group ->delete group within Junior account","0","testScopeAdmin_GroupVisibility","Surefire suite","Wed Nov 27 01:43:20 GMT 2024","skipped","Wed Nov 27 01:43:20 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_GroupVisibility"
"UI: Change Calendar first day","0","testCalendarSettings","Surefire suite","Wed Nov 27 01:43:23 GMT 2024","skipped","Wed Nov 27 01:43:23 GMT 2024","com.lista.automation.ui.tests.CalendarSettingsTest","Surefire test","com.lista.automation.ui.tests.CalendarSettingsTest","testCalendarSettings"
"UI: junior worker create group ->login to admin account and verify visibility of group ->delete group within Admin account","0","testScopeJunior_GroupVisibility","Surefire suite","Wed Nov 27 01:43:20 GMT 2024","skipped","Wed Nov 27 01:43:20 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_GroupVisibility"
"UI: Change Calendar view","0","testCalendarView","Surefire suite","Wed Nov 27 01:43:23 GMT 2024","skipped","Wed Nov 27 01:43:23 GMT 2024","com.lista.automation.ui.tests.CalendarSettingsTest","Surefire test","com.lista.automation.ui.tests.CalendarSettingsTest","testCalendarView"
"UI: Update notes of client","0","testClientUpdateNotes","Surefire suite","Wed Nov 27 01:43:34 GMT 2024","skipped","Wed Nov 27 01:43:34 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientUpdateNotes"
"Change appointment time by drag and drop in UI","0","testDragAndDropAppointment","Surefire suite","Wed Nov 27 01:43:27 GMT 2024","skipped","Wed Nov 27 01:43:27 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testDragAndDropAppointment"
"","0","setUp","Surefire suite","Wed Nov 27 01:43:27 GMT 2024","broken","Wed Nov 27 01:43:27 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","setUp"
"Change calendar view and delete appointment in UI","0","testDeleteAppointment","Surefire suite","Wed Nov 27 01:43:27 GMT 2024","skipped","Wed Nov 27 01:43:27 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testDeleteAppointment"
