"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2","setUp","Surefire suite","Wed Dec 25 01:27:56 GMT 2024","broken","Wed Dec 25 01:27:56 GMT 2024","com.lista.automation.ui.tests.ServiceTest","Surefire test","com.lista.automation.ui.tests.ServiceTest","setUp"
"UI: Rename client group","0","testGroupRename","Surefire suite","Wed Dec 25 01:28:14 GMT 2024","skipped","Wed Dec 25 01:28:14 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testGroupRename"
"","0","setUp","Surefire suite","Wed Dec 25 01:28:02 GMT 2024","broken","Wed Dec 25 01:28:02 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","setUp"
"UI: Change Calendar view","0","testCalendarView","Surefire suite","Wed Dec 25 01:28:06 GMT 2024","skipped","Wed Dec 25 01:28:06 GMT 2024","com.lista.automation.ui.tests.CalendarSettingsTest","Surefire test","com.lista.automation.ui.tests.CalendarSettingsTest","testCalendarView"
"UI: Change Calendar first day","0","testCalendarSettings","Surefire suite","Wed Dec 25 01:28:06 GMT 2024","skipped","Wed Dec 25 01:28:06 GMT 2024","com.lista.automation.ui.tests.CalendarSettingsTest","Surefire test","com.lista.automation.ui.tests.CalendarSettingsTest","testCalendarSettings"
"UI: Delete client","1","testDeleteClient","Surefire suite","Wed Dec 25 01:28:18 GMT 2024","skipped","Wed Dec 25 01:28:18 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testDeleteClient"
"UI: Menu of default groups","0","testMenuDefaultGroups","Surefire suite","Wed Dec 25 01:28:14 GMT 2024","skipped","Wed Dec 25 01:28:14 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testMenuDefaultGroups"
"UI: admin worker create service ->login to junior account and verify visibility of service ->delete service within Junior account","0","testScopeAdmin_ServiceVisibility","Surefire suite","Wed Dec 25 01:28:02 GMT 2024","skipped","Wed Dec 25 01:28:02 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_ServiceVisibility"
"UI: Create client","0","testClientCreate","Surefire suite","Wed Dec 25 01:28:18 GMT 2024","skipped","Wed Dec 25 01:28:18 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientCreate"
"","0","testGetUsers","Surefire suite","Wed Dec 25 01:28:18 GMT 2024","skipped","Wed Dec 25 01:28:18 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testGetUsers"
"UI: Add member into group","1","testAddMemberIntoGroup","Surefire suite","Wed Dec 25 01:28:14 GMT 2024","skipped","Wed Dec 25 01:28:14 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testAddMemberIntoGroup"
"Create appointment in UI","0","testCreateAppointment","Surefire suite","Wed Dec 25 01:28:10 GMT 2024","skipped","Wed Dec 25 01:28:10 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testCreateAppointment"
