"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon May 01 15:27:36 GMT 2023","Mon May 01 15:27:36 GMT 2023","0","Surefire suite","Surefire test","com.lista.automation.ui.tests.GroupTest","com.lista.automation.ui.tests.GroupTest","testGroupCreate","testGroupCreate","Create client group"
"skipped","Mon May 01 15:27:36 GMT 2023","Mon May 01 15:27:36 GMT 2023","1","Surefire suite","Surefire test","com.lista.automation.ui.tests.ClientTest","com.lista.automation.ui.tests.ClientTest","testClientCreate","testClientCreate",""
"skipped","Mon May 01 15:27:36 GMT 2023","Mon May 01 15:27:36 GMT 2023","1","Surefire suite","Surefire test","com.lista.automation.ui.tests.ClientTest","com.lista.automation.ui.tests.ClientTest","testClientUpdateGallery","testClientUpdateGallery",""
"broken","Mon May 01 15:27:36 GMT 2023","Mon May 01 15:27:36 GMT 2023","0","Surefire suite","Surefire test","com.lista.automation.ui.tests.ClientTest","com.lista.automation.ui.tests.ClientTest","setUp","setUp",""
"skipped","Mon May 01 15:27:35 GMT 2023","Mon May 01 15:27:35 GMT 2023","0","Surefire suite","Surefire test","com.lista.automation.ui.tests.SettingsPageTest","com.lista.automation.ui.tests.SettingsPageTest","testSettings","testSettings",""
"skipped","Mon May 01 15:27:35 GMT 2023","Mon May 01 15:27:35 GMT 2023","0","Surefire suite","Surefire test","com.lista.automation.ui.tests.SettingsPageTest","com.lista.automation.ui.tests.SettingsPageTest","testCalendar","testCalendar",""
"skipped","Mon May 01 15:27:36 GMT 2023","Mon May 01 15:27:36 GMT 2023","0","Surefire suite","Surefire test","com.lista.automation.ui.tests.GroupTest","com.lista.automation.ui.tests.GroupTest","testGroupDelete","testGroupDelete","Delete client group"
"broken","Mon May 01 15:27:36 GMT 2023","Mon May 01 15:27:36 GMT 2023","0","Surefire suite","Surefire test","com.lista.automation.ui.tests.GroupTest","com.lista.automation.ui.tests.GroupTest","setUp","setUp",""
"skipped","Mon May 01 15:27:36 GMT 2023","Mon May 01 15:27:36 GMT 2023","0","Surefire suite","Surefire test","com.lista.automation.ui.tests.GroupTest","com.lista.automation.ui.tests.GroupTest","testGroupAddMember","testGroupAddMember","Add member into group"
"skipped","Mon May 01 15:27:36 GMT 2023","Mon May 01 15:27:36 GMT 2023","1","Surefire suite","Surefire test","com.lista.automation.ui.tests.ClientTest","com.lista.automation.ui.tests.ClientTest","testDeleteClient","testDeleteClient",""
"skipped","Mon May 01 15:27:36 GMT 2023","Mon May 01 15:27:36 GMT 2023","0","Surefire suite","Surefire test","com.lista.automation.ui.tests.ClientTest","com.lista.automation.ui.tests.ClientTest","testClientUpdateNotes","testClientUpdateNotes",""
"broken","Mon May 01 15:27:35 GMT 2023","Mon May 01 15:27:35 GMT 2023","25","Surefire suite","Surefire test","com.lista.automation.ui.tests.SettingsPageTest","com.lista.automation.ui.tests.SettingsPageTest","setUp","setUp",""
"skipped","Mon May 01 15:27:36 GMT 2023","Mon May 01 15:27:36 GMT 2023","0","Surefire suite","Surefire test","com.lista.automation.ui.tests.GroupTest","com.lista.automation.ui.tests.GroupTest","testGroupRename","testGroupRename","Rename client group"
"skipped","Mon May 01 15:27:36 GMT 2023","Mon May 01 15:27:36 GMT 2023","0","Surefire suite","Surefire test","com.lista.automation.ui.tests.ClientTest","com.lista.automation.ui.tests.ClientTest","testClientUpdateDebts","testClientUpdateDebts",""
"skipped","Mon May 01 15:27:36 GMT 2023","Mon May 01 15:27:36 GMT 2023","0","Surefire suite","Surefire test","com.lista.automation.ui.tests.ClientTest","com.lista.automation.ui.tests.ClientTest","testClientUpdatePersonalInfo","testClientUpdatePersonalInfo",""
