"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"UI: junior worker create service ->login to admin account and verify visibility of service ->delete service within Admin account","0","testScopeJunior_ServiceVisibility","Surefire suite","Mon Dec 23 01:37:43 GMT 2024","skipped","Mon Dec 23 01:37:43 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_ServiceVisibility"
"UI: Update gallery of client","0","testClientUpdateGallery","Surefire suite","Mon Dec 23 01:37:55 GMT 2024","skipped","Mon Dec 23 01:37:55 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientUpdateGallery"
"Change appointment time by drag and drop in UI","0","testDragAndDropAppointment","Surefire suite","Mon Dec 23 01:37:49 GMT 2024","skipped","Mon Dec 23 01:37:49 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testDragAndDropAppointment"
"UI: Add member into group","1","testAddMemberIntoGroup","Surefire suite","Mon Dec 23 01:37:52 GMT 2024","skipped","Mon Dec 23 01:37:52 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testAddMemberIntoGroup"
"UI: Create client group","0","testGroupCreate","Surefire suite","Mon Dec 23 01:37:52 GMT 2024","skipped","Mon Dec 23 01:37:52 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testGroupCreate"
"UI: Update debts of client","0","testClientUpdateDebts","Surefire suite","Mon Dec 23 01:37:55 GMT 2024","skipped","Mon Dec 23 01:37:55 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientUpdateDebts"
"UI: Delete member from group","0","testDeleteMemberFromGroup","Surefire suite","Mon Dec 23 01:37:52 GMT 2024","skipped","Mon Dec 23 01:37:52 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testDeleteMemberFromGroup"
"UI: admin worker create group ->login to junior account and verify visibility of group ->delete group within Junior account","0","testScopeAdmin_GroupVisibility","Surefire suite","Mon Dec 23 01:37:43 GMT 2024","skipped","Mon Dec 23 01:37:43 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_GroupVisibility"
"Create empty appointment in UI","0","testCreateEmptyAppointment","Surefire suite","Mon Dec 23 01:37:49 GMT 2024","skipped","Mon Dec 23 01:37:49 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testCreateEmptyAppointment"
"UI: admin worker create client ->login to junior account and verify visibility of client ->delete client within Junior account","0","testScopeAdmin_ClientVisibility","Surefire suite","Mon Dec 23 01:37:43 GMT 2024","skipped","Mon Dec 23 01:37:43 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_ClientVisibility"
"","0","setUp","Surefire suite","Mon Dec 23 01:37:55 GMT 2024","broken","Mon Dec 23 01:37:55 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","setUp"
"UI: junior worker create appointment ->login as readonly worker and verify invisibility of appointment ->login as admin worker and verify invisibility of appointment","0","testScopeJunior_AppointmentVisibility","Surefire suite","Mon Dec 23 01:37:43 GMT 2024","skipped","Mon Dec 23 01:37:43 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_AppointmentVisibility"
"UI: Change Calendar view","0","testCalendarView","Surefire suite","Mon Dec 23 01:37:46 GMT 2024","skipped","Mon Dec 23 01:37:46 GMT 2024","com.lista.automation.ui.tests.CalendarSettingsTest","Surefire test","com.lista.automation.ui.tests.CalendarSettingsTest","testCalendarView"
"","0","setUp","Surefire suite","Mon Dec 23 01:37:46 GMT 2024","broken","Mon Dec 23 01:37:46 GMT 2024","com.lista.automation.ui.tests.CalendarSettingsTest","Surefire test","com.lista.automation.ui.tests.CalendarSettingsTest","setUp"
"","0","setUp","Surefire suite","Mon Dec 23 01:37:52 GMT 2024","broken","Mon Dec 23 01:37:52 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","setUp"
"UI: admin worker create appointment ->login as junior worker and verify invisibility of appointment ->login as readonly worker and verify invisibility of appointment","0","testScopeAdmin_AppointmentVisibility","Surefire suite","Mon Dec 23 01:37:43 GMT 2024","skipped","Mon Dec 23 01:37:43 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_AppointmentVisibility"
"","0","setUp","Surefire suite","Mon Dec 23 01:37:49 GMT 2024","broken","Mon Dec 23 01:37:49 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","setUp"
"UI: admin/junior/readonly create appointments ->switching between workers -> verify appointment visibility of each worker","0","testScopeSwiper_AppointmentVisibility","Surefire suite","Mon Dec 23 01:37:43 GMT 2024","skipped","Mon Dec 23 01:37:43 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeSwiper_AppointmentVisibility"
"UI: Update service","4","testServiceUpdate","Surefire suite","Mon Dec 23 01:37:38 GMT 2024","skipped","Mon Dec 23 01:37:38 GMT 2024","com.lista.automation.ui.tests.ServiceTest","Surefire test","com.lista.automation.ui.tests.ServiceTest","testServiceUpdate"
"UI: admin worker create service ->login to junior account and verify visibility of service ->delete service within Junior account","0","testScopeAdmin_ServiceVisibility","Surefire suite","Mon Dec 23 01:37:43 GMT 2024","skipped","Mon Dec 23 01:37:43 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_ServiceVisibility"
"UI: Menu of default groups","0","testMenuDefaultGroups","Surefire suite","Mon Dec 23 01:37:52 GMT 2024","skipped","Mon Dec 23 01:37:52 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testMenuDefaultGroups"
"UI: junior worker create client ->login to admin account and verify visibility of client ->delete client within Admin account","0","testScopeJunior_ClientVisibility","Surefire suite","Mon Dec 23 01:37:43 GMT 2024","skipped","Mon Dec 23 01:37:43 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_ClientVisibility"
"UI: Rename client group","0","testGroupRename","Surefire suite","Mon Dec 23 01:37:52 GMT 2024","skipped","Mon Dec 23 01:37:52 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testGroupRename"
"UI: Delete client group","0","testGroupDelete","Surefire suite","Mon Dec 23 01:37:52 GMT 2024","skipped","Mon Dec 23 01:37:52 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testGroupDelete"
"UI: Update notes of client","0","testClientUpdateNotes","Surefire suite","Mon Dec 23 01:37:55 GMT 2024","skipped","Mon Dec 23 01:37:55 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientUpdateNotes"
"Change calendar view and delete appointment in UI","0","testDeleteAppointment","Surefire suite","Mon Dec 23 01:37:49 GMT 2024","skipped","Mon Dec 23 01:37:49 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testDeleteAppointment"
"UI: Create client","0","testClientCreate","Surefire suite","Mon Dec 23 01:37:55 GMT 2024","skipped","Mon Dec 23 01:37:55 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientCreate"
"UI: Change Calendar first day","0","testCalendarSettings","Surefire suite","Mon Dec 23 01:37:46 GMT 2024","skipped","Mon Dec 23 01:37:46 GMT 2024","com.lista.automation.ui.tests.CalendarSettingsTest","Surefire test","com.lista.automation.ui.tests.CalendarSettingsTest","testCalendarSettings"
"UI: Create service","2","testServiceCreate","Surefire suite","Mon Dec 23 01:37:38 GMT 2024","skipped","Mon Dec 23 01:37:38 GMT 2024","com.lista.automation.ui.tests.ServiceTest","Surefire test","com.lista.automation.ui.tests.ServiceTest","testServiceCreate"
"","0","setUp","Surefire suite","Mon Dec 23 01:37:43 GMT 2024","broken","Mon Dec 23 01:37:43 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","setUp"
"UI: Delete service","0","testServiceDelete","Surefire suite","Mon Dec 23 01:37:38 GMT 2024","skipped","Mon Dec 23 01:37:38 GMT 2024","com.lista.automation.ui.tests.ServiceTest","Surefire test","com.lista.automation.ui.tests.ServiceTest","testServiceDelete"
"","6","setUp","Surefire suite","Mon Dec 23 01:37:38 GMT 2024","broken","Mon Dec 23 01:37:38 GMT 2024","com.lista.automation.ui.tests.ServiceTest","Surefire test","com.lista.automation.ui.tests.ServiceTest","setUp"
"UI: Delete client","0","testDeleteClient","Surefire suite","Mon Dec 23 01:37:55 GMT 2024","skipped","Mon Dec 23 01:37:55 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testDeleteClient"
